Sentence,Global start,Global end
No problem.,27329.120179999994,27331.419279999995
Alright.,27374.294439999998,27374.614289999998
"So we're gonna use a long duration, apparently, on this And if so, I can maybe send still one now.",27374.614289999998,27380.360639999995
"We are, like, we're gonna use both long duration tie down tethers.",27381.899599999997,27385.278169999998
Order to be a sign wacker through the handrails.,27387.326389999995,27390.704959999995
Yep.,27395.791499999996,27396.191279999995
And correction.,27396.191279999995,27396.910939999994
We're actually gonna use three long duration tie downs.,27396.910939999994,27399.569839999996
"Like disregard last, it'll just be two long duration tie downs tethers, and they will be on each of the handrails on the upper Strucks.",27415.450779999996,27423.346409999995
I'll probably hang in to your left.,27423.346409999995,27430.523069999996
Nearing the six hour mark into today's spacewalk.,27436.619199999997,27439.877809999994
Glover has completed the construction of that upper bracket.,27441.896179999996,27446.314209999997
His next task will be to go ahead and secure that upper triangle to the truss of the international space station.,27451.160099999997,27459.985659999995
"It won't be installed on the mass canister for the spacewalk, but it'll be easily accessible and already structured, ready to go for the next space walk coming up March fifth.",27459.985659999995,27470.949639999995
"And you can see just beyond that upper triangle, the portable foot restraint is stowed in its position.",27474.426579999996,27480.463559999997
That was the work that Kate Rubens did just a little earlier.,27480.463559999997,27484.241909999997
You are tracking on my left hand?,27485.171169999998,27487.990019999997
Yes.,27488.129699999998,27488.489539999995
I'm tracking it.,27488.489539999995,27489.509279999995
I don't know where to let me do something to hold still.,27494.915339999996,27497.534299999996
Yes.,27497.873869999996,27498.153719999995
I'm you just hold the camera.,27498.153719999995,27499.672969999996
Yeah.,27499.672969999996,27500.172969999996
And for that review.,27502.261379999996,27503.441039999998
Can you confirm?,27507.178939999994,27507.998739999995
Yep.,27509.056519999995,27509.376369999994
It's the finger is centered on the camera.,27509.376369999994,27512.214939999994
Can you just get the get your hand closer to the camera?,27512.214939999994,27515.493339999997
Right?,27515.493339999997,27515.993339999997
Okay.,27519.361339999996,27519.681239999994
Camera close.,27519.681239999994,27520.501039999996
Camera close to the fingers.,27520.680739999996,27522.100239999996
"That works, sir.",27523.479339999994,27524.419099999996
Really a little down for the line.,27528.786639999995,27530.406099999997
Think I think that's fabric.,27546.136079999997,27547.375439999996
"If you look at the bottom of that digit piece and bigger pieces in the fabric, just stands out because it's been that it has a hole in RTV's past in RTV.",27547.375439999996,27559.108439999996
Okay.,27564.354099999997,27564.854099999997
I got several I think we have as good a view as we're gonna get.,27564.873869999996,27568.920339999997
We'll just attempt to minimize that hand minimize the use of that hand as we finish up the tie down.,27568.920339999997,27575.257439999998
And clean up and then head back to the airlock.,27575.836339999994,27578.375339999995
Copy.,27580.154209999997,27580.654209999997
Engineers here in mission control Houston taking a look at your gloveers left glove.,27589.088639999994,27593.286099999998
The upper triangle on top of the IEA.,27593.585739999995,27596.044709999995
I can't walk you in.,27597.143889999996,27598.503199999996
The,27598.503199999996,27599.003199999996
"Sunopad is going to be facing outboard, and the bracket is gonna be facing inboard.",27601.680800099995,27607.138319999995
With the hooks pointing up.,27607.926380299996,27610.785199999995
The triangle is gonna be centered on the middle battery in the middle row of batteries.,27614.901399999995,27622.237979999994
So the triangle is essentially setting smack in the middle of the IEA with the bracket facing inboard.,27625.245379999997,27631.742381999997
Okay.,27645.973982999996,27646.253844999996
I can help you.,27646.253844999996,27647.233603999994
So that triangle will essentially sit right on top of the lithium ion batteries that make up the interface of the electronics assembly that they're referencing.,27649.691199999994,27659.205919999997
This is pretty close to the worksite for the next spacewalk.,27659.225659999996,27662.684179999997
They have the proper configuration.,27663.103719999996,27664.443299999995
And now just the next step will be to just tie it down.,27667.930999999993,27670.489719999994
Should be good.,27670.489719999994,27671.569179999995
I can actually get this all the way to the center of the IEA.,27671.569179999995,27674.388019999995
Okay.,27681.234049999995,27681.593863999995
Three hooks up.,27681.593863999995,27682.793265999993
And will the screw pad out of board or screw back in board?,27682.793265999993,27685.851979999996
"The center pad is outboard, and the bracket is inboard.",27687.720763999994,27691.539109999994
This is the cinnabat.,27702.461203999996,27703.480939999994
Okay.,27703.900479999997,27704.380239999995
No.,27704.380239999995,27704.580139999995
"It's gonna be, like, dude.",27704.580139999995,27705.499679999994
Yep.,27705.499679999994,27705.699584999995
Yep.,27705.699584999995,27705.859503999996
On that whenever you pick up.,27705.859503999996,27707.058899999996
And I can go over this.,27707.058899999996,27711.905179999994
Let's see where we're gonna help you.,27711.905179999994,27713.844459999997
Yep.,27714.743759999994,27715.023619999996
So I your description was correct.,27715.023619999996,27718.191639999994
"And on the side nearest to you, so on the forward aspect, it'll be on handrail five three three five three five three.",27719.231124999995,27727.647159999993
"And on the aft aspect, it'll be on the opposite handrail five three zero six.",27728.626349999995,27733.843989999994
We've got a five three five five.,27736.022649999995,27737.951649999995
It's not five thirty.,27738.791239999995,27740.010869999995
No worries.,27742.589329999995,27743.069099999993
"Can you give yourself more than five thirty r three, maybe.",27743.069099999993,27745.946419999997
Yeah.,27752.261569999995,27752.541419999994
"Sorry, guys.",27752.541419999994,27753.221089999995
We had a incorrect number here.,27753.221089999995,27754.700339999996
So it's five three five zero is what you're looking for on the forward aspect.,27754.700339999996,27758.098639999997
Five that.,27758.098639999997,27761.006629999996
We're gonna need to extend the Long duration time on tether.,27766.503639999995,27771.070409999997
Uh-huh.,27771.070409999997,27771.570409999997
Five three five zero.,27793.985979999994,27795.545199999993
Do you have a preference for outboard or inboard extension blindsided?,27795.545199999993,27800.003229999995
No preference.,27804.060629999996,27804.720539999995
Great.,27804.740289999994,27804.980169999995
Alright.,27804.980169999995,27805.480169999995
Thank you.,27808.218539999994,27808.818239999993
Am I holding up the bag on the supervisor?,27808.818239999993,27810.757529999995
"Like, we will be folding up that bag.",27827.976419999995,27830.035639999995
We'll just finish this side together and then have you translate down there to pick up that bag.,27830.055379999994,27834.133339999997
Yeah.,27834.133339999997,27834.633339999997
I do.,27836.372229999994,27837.072119999993
Alright.,27838.721039999997,27839.160819999994
"Let's Guys, we have a handover in about ten seconds.",27839.160819999994,27841.599599999994
I'll see you on the other side.,27841.599599999994,27842.979159999995
Alright.,27848.675929999994,27849.175929999994
"Once again, another handover of some of the video coming down from the International Space Station.",27856.990639999996,27862.248279999996
"Rubins and glover are tying down the constructed upper triangle that makes up the modification kit of the four b channel, power channel?",27863.086299999995,27872.450859999994
Sure.,27873.430109999994,27873.789939999995
And then go get it.,27873.789939999995,27876.108759999996
Okay.,27876.108759999996,27876.388639999994
I'll figure with the tether is on it.,27876.388639999994,27878.147759999996
It's on the handrail.,27878.147759999996,27879.076639999996
See.,27879.116639999997,27879.316519999997
Yeah.,27879.316519999997,27879.556419999994
So you're just gonna have to tap that to make progress.,27879.556419999994,27881.675339999994
"We'll be able to extend it, and then I'll switch this thing down to you.",27881.675339999994,27884.774039999997
Yeah.,27884.793779999996,27885.293779999996
"And guys, I'm back with you.",27893.576559999994,27895.135799999996
"On the opposite on the outside of the IEA, you'll be looking for handrail five three four nine.",27895.135799999996,27899.753739999996
Three four nine.,27900.431659999995,27901.491389999996
Copy.,27901.790979999994,27902.190789999993
Five three four nine on the opposite side of the IA.,27902.190789999993,27904.889669999993
I'm headed there.,27905.029339999994,27905.749019999996
I extended handed it to me across the IA.,27905.749019999996,27907.888179999994
Copy.,27909.107319999996,27909.427179999995
Okay.,27909.427179999995,27909.927179999995
Back onboard the International Space Station this is Victor Glover handling the upper triangle.,27934.843499999995,27939.870339999994
Rubens has made her way to the other side of the integrated electronics assembly to get a good handle on the other side of that upper triangle.,27940.289909999996,27947.776339999997
She's gonna help to tie down the upper triangle to the integrated electronics assembly right on top of the batteries.,27947.796069999997,27953.533439999996
Keep it in a nice tied down stowed position ready to access in the next spacewalk.,27954.032939999994,27957.900319999993
We're now a little over six hours into today's spacewalk.,27962.036539999994,27965.015309999995
This was not as easy to extend.,27971.251299999996,27973.150599999994
Okay.,27973.929979999994,27974.429979999994
"Thank you, miss Higgins.",27974.969439999993,27976.029169999994
No problem.,27976.048909999994,27976.668839999995
Looks up the center panel board.,27977.856589999996,27979.675939999994
"Oh, we gotta go on a foot and have a little bit of I'll get the rest.",27987.731219999994,27991.149739999993
"Actually, that might be fine.",27994.407859999996,27996.387139999995
It looks like you've done any work right now.,27997.466209999995,27999.525439999994
Alright.,28006.999989999997,28007.319819999993
"Frank, I have second on duration tag on seven two five four nine.",28007.319819999993,28012.736689999994
Copy.,28015.335379999993,28015.655239999996
Five three four nine.,28015.655239999996,28016.734669999994
That's a good hand round number.,28016.734669999994,28018.434069999996
Would you like us to sense these together to final things first?,28020.551289999996,28024.929369999994
I need to Okay.,28025.428859999996,28026.488579999994
Fine.,28027.227959999997,28027.727959999997
Affirmative Kate.,28028.436359999996,28029.395899999996
Sensing them together will work best to send you down properly.,28029.395899999996,28032.534569999996
Yes.,28033.433859999994,28033.933859999994
"Well, hold on.",28034.273459999997,28034.913139999993
I'm not ready.,28034.913139999993,28035.812919999997
Yeah.,28035.992579999995,28036.232469999995
Me neither story.,28036.232469999995,28036.991689999995
"And Ike, you may also have to close the bag before you switch it down to get proper.",28037.871239999993,28042.129389999995
That's around your view.,28125.451239999995,28126.450739999997
Let's click.,28126.450739999997,28127.230579999996
More in line with the handling of everything.,28144.831469999994,28147.290539999995
K.,28158.733699999993,28159.053539999994
"I've got the strap in here, and we're in a good orientation.",28159.053539999994,28161.632499999996
Okay.,28162.091609999996,28162.591609999996
"When you're ready to pinch, I'm ready to pinch.",28162.651339999997,28165.150339999997
I am as well.,28165.969639999996,28166.769279999993
I'm good to go.,28166.769279999993,28168.228839999996
Alright.,28168.328479999996,28168.648309999993
"Before you guys finish that, we will need that bag closed.",28168.648309999993,28171.507139999994
"And so you'll have to you have the best essay there, whether you need to do that before or after you finish down?",28171.596669999995,28177.374039999995
Not sure what you said.,28182.081289999995,28183.040739999997
It's just about the bag lid.,28183.040739999997,28184.200189999996
I'll keep there in a minute.,28184.200189999996,28185.119739999995
I'm gonna hold the about the bag lid.,28185.119739999995,28186.779139999995
Okay.,28187.838369999994,28188.238239999995
Copy.,28188.238239999995,28188.637989999996
That's fine.,28188.637989999996,28189.366689999995
Okay.,28194.244239999996,28194.744239999996
I got a lot of times.,28194.763939999993,28196.023639999996
Yep.,28196.123279999996,28196.623279999996
And it's still it's in me?,28197.482639999995,28198.806689999994
Step four.,28203.080160199992,28203.900000199992
You're just searching?,28221.788538999994,28222.728319999995
Say it again?,28223.347759999993,28224.067399999993
Are you done?,28224.067399999993,28224.887239999993
I I don't know how tight do we want it.,28225.616379999992,28228.275297999993
"I think if we go at the same time, you can get it down pretty tight.",28230.533918999994,28234.832019999994
Pretty good now.,28243.006681999992,28243.846259999995
I just what's gonna be able to call this k.,28243.846259999995,28264.344759999993
"Hey, Gabe.",28283.813253999993,28284.253034999994
"From what we're seeing on the HEKA, it looks like the strap might have come out of the alignment on the top metal there.",28284.253034999994,28292.218939999995
"On the bottom side of the buckle, you'll have to feed that strategically.",28292.838379999994,28297.606054999993
Mine did too.,28299.824699999994,28300.964379999994
Both Rubens and gloves are working with long duration tie down tethers.,28311.37647999999,28315.154839999992
This will help secure that upper triangle to the integrated electronic assembly right on top of the lithium ion batteries.,28315.614355999995,28321.720679999995
That will be its stowed position for the next few days until they're able to go out again on March fifth.,28322.300139999992,28327.54669999999
Ruman's will head out the hatch with Luigi and Naguchi to conduct the next spacewalk.,28327.946499999995,28333.084169999995
This will be the one of the first items on their agenda to dismount the upper triangle and then stalling onto the mass canister of the four b power channel.,28333.103919999994,28344.408219999994
Nice job.,28353.431659999995,28354.251499999995
Good good hand is big story there.,28354.271249999994,28356.330469999994
Hey.,28358.549109999993,28358.828969999995
Can you spread it?,28358.828969999995,28359.828469999993
How many bolts by hand today?,28359.828469999993,28361.36668999999
"Alright, guys.",28369.761199999994,28370.280949999993
"So while you're working on that, just wanna let you know we are at six hours and eleven minutes of PET.",28370.280949999993,28375.938359999993
EV two battery is still the con living consumable at seven hours and fifty two minutes.,28376.956459999994,28383.893229999994
"And, again, the plan is here to close for the pick up the bag at two b, and then head back and ingress.",28384.281549999992,28394.236599999993
Okay.,28396.455219999993,28396.955219999993
Alright.,28399.213839999993,28399.49369999999
"For this cover, do you need it an eye over the buckle needing this strap in.",28399.49369999999,28405.759529999992
It goes on the outside of the park.,28412.246019999995,28413.985399999994
Yep.,28414.844729999993,28415.164569999994
K.,28415.164569999994,28415.364459999993
"So you'll wanna close the thermal cover, follow the strap on top of it and then use the wire tie on top of it.",28415.364459999993,28421.959939999993
K.,28421.959939999993,28422.459939999993
"So again, securing the upper triangle to the integrated electronics assembly, this was constructed ahead of time in preparation for a spacewalk.",28463.126149999993,28471.862019999993
Next Friday to continue the work of the installing the modification kits for future solar ray upgrades.,28472.451439999993,28478.168569999994
This is the last last item on the task list today.,28478.168569999994,28481.415759999993
"After this, they'll clean up their worksite on the four b channel and wrap around to the other side.",28481.795299999994,28486.72166999999
On the to be channel where they spend most of their time today pick up the strut bag that carried the struts needed to install the modification kit.,28486.801629999994,28496.335499999994
I'll pick that up and bring it back to the airlock to complete today's spacewalk.,28496.335499999994,28500.433699999994
Now six hours thirteen minutes into today's spacewalk.,28501.371539999993,28504.510199999993
And straight.,28536.383469999993,28537.123369999994
Big picture.,28537.462939999994,28538.202799999992
We'll take that.,28541.130579999994,28542.030359999993
Yep.,28546.42659999999,28546.826399999994
Okay.,28546.826399999994,28547.186199999993
That looks like a good tie down on the upper triangle.,28547.186199999993,28550.464599999992
And so you'll translate back around to the other side of the IEA.,28550.464599999992,28555.322399999994
"We'll finish closing up the bag up here on the full bottle side and then IQ will translate down to the two bravo side and fold up the bag there, and then we'll head in and ingress.",28558.040369999995,28569.293599999994
Okay.,28572.330979999995,28572.650839999995
You want us to both work on one bag of the tank or do you want me to both work on the two bags bag?,28572.650839999995,28576.948939999995
The strap is disconnected.,28578.086659999994,28579.306299999993
The strap is disconnected.,28579.965719999993,28581.385279999995
"It's your preference at this point, Ike.",28586.471519999992,28588.030719999995
"But, yeah, we we think, okay, if you're okay with it, finish closing up this bag.",28588.030719999995,28592.368799999993
I can head down and start folding up the other bag.,28592.548449999995,28594.746699999992
Did you do that?,28598.065019999995,28598.864649999992
Yes.,28598.864649999992,28599.364649999992
Okay.,28599.504319999993,28600.004319999993
Give you shortly.,28601.743199999994,28602.603019999995
Yes.,28603.18249999999,28603.68249999999
So that wraps up the tasks for today.,28607.459899999994,28610.058599999993
They completed the tie down of that upper bracket to the integrated electronics emily.,28610.058599999993,28614.206499999993
Now it's ready to access for the next spacewalk.,28614.206499999993,28617.105279999992
Now we'll just divide and conquer.,28617.444879999992,28619.024339999993
"You can see Victor Blover already on his way to the other side, to the to be channel already at the empty bag.",28619.683739999993,28627.429859999993
"This carried the struts needed to install the modification kit on the two b power channel, which they completed earlier in the spacewalk.",28627.429859999993,28635.894519999994
Rubens will remain on the other side and just wrap up and close the bag on the four b side.,28637.633399999995,28642.739769999993
That bag will remain on the truss believer will go ahead and close-up this bag on the two b sides since it is empty and take it back in with him.,28642.739769999993,28652.733539999994
The modification kit on the two b power channel is in a good configuration.,28660.446619999995,28664.105029999995
They may go back and just take a look at some of the bolts on a later spacewalk.,28664.484599999992,28668.502829999994
"But for now, it's in a good configuration.",28668.941549999992,28670.600939999993
It can handle loads given on the space station with attitude control and all of that.,28670.780599999995,28675.238639999992
"In the meantime, they'll just wrap up today's activities.",28675.498249999993,28677.796679999992
And head back in to conclude today's EVA.,28677.836659999994,28680.775439999994
"And, like, just for USA, PGT number eight should be in bag number two.",28699.411639999995,28706.687999999995
We just wanna make sure that that's off before it gets towed.,28706.687999999995,28709.276699999995
It is o s s.,28715.393599999992,28716.801699999993
Sure.,28717.441399999992,28717.72123999999
Thank you.,28717.72123999999,28718.620999999992
Copy all.,28718.760729999995,28719.500599999992
"And Ike, as you're closing up the two bravo bag, we got a really good inventory to your WVS, but we only see one camera.",28885.129639999992,28892.525139999994
I just wanna verify you see two cameras.,28892.525139999994,28894.664319999993
Yeah.,28896.363219999992,28896.603099999993
One zero is on the opposite side of the ones you can see.,28896.603099999993,28899.222039999993
Okay.,28901.030809999993,28901.390639999994
Copy.,28901.390639999994,28901.710479999994
Understand.,28901.710479999994,28902.190239999993
Thanks.,28902.190239999993,28902.690239999993
I think I got straps.,28908.50579999999,28909.785154999994
I'll put some filter and finish down.,28909.785154999994,28912.683949999995
Copy.,28916.831533999994,28917.311289999994
And that looks like a good config.,28917.311289999994,28918.910499999994
Okay.,28918.910499999994,28919.410499999994
"Yes, survey.",28927.315534999994,28928.055409999994
Okay.,28933.27149999999,28933.591349999995
And it's okay.,28933.591349999995,28934.310999999994
That looks like a good config on the four bobble bag.,28934.310999999994,28936.909689999993
You can head back towards your green hook.,28936.909689999993,28938.808979999994
Copy.,28941.347459999994,28941.847459999994
Alright.,28942.626819999994,28942.896689999994
Your night.,28942.936669999992,28943.296479999994
Do you need any help?,28943.296479999994,28944.436159999994
That's all I hope you wanna give.,28945.415429999994,28946.854709999992
"But, you know, the the green link is at least Kindly shortly.",28946.854709999992,28953.15124999999
Okay.,28953.170999999995,28953.670999999995
So a quick recap.,29059.866139999995,29060.965839999993
The astronauts are completing their tasks for today.,29061.025559999995,29066.363149999994
You see from the helmet camera of Victor Glover.,29067.051469999995,29069.990259999995
"What we're seeing, your space bag folding scales are pretty solid.",29070.129929999992,29073.508469999993
"Thank you, sir.",29076.575249999994,29077.514999999992
This is the empty bag that carried out the struts where He and NASA astronaut Kate Rubens constructed the modification kit on the two b power channel.,29078.894099999994,29088.258749999994
He's gonna take that empty backpack with him to the airlock.,29088.318469999995,29091.916299999993
Rubens is already on her way.,29092.535759999995,29094.054999999993
"She checked out the portable foot restraint, looked good, and a good configuration.",29094.054999999993,29097.15369999999
The bag was all closed with all the tools that they'll need for.,29097.493279999995,29100.271719999993
The next spacewalk.,29100.391649999994,29101.331439999994
Now they're just gonna go ahead and head back to the airlock and conclude today's spacewalk.,29101.750969999994,29105.769219999995
They fly by airport and wait for a hike.,29106.108799999995,29109.887169999995
You'll be leading other way back to the LOI.,29110.416619999993,29112.135759999994
Okay.,29112.135759999994,29112.635759999994
"Probably, I will head later.",29114.374659999994,29116.213739999992
I've got my associate's other tech group.,29116.213739999992,29118.051719999992
And the ice cream has Copy.,29220.753529999994,29225.730119999993
Alright.,29264.546069999993,29264.905899999994
Free by the mic is done.,29264.905899999994,29266.805199999995
I'm gonna keep this conference on my VOT.,29267.504599999993,29269.303699999993
Is it okay?,29269.303699999993,29270.083549999992
Looks good to have.,29272.690939999993,29273.450549999994
Thank you.,29273.450549999994,29274.150439999994
A great view of the Port Trust on the far left side.,29299.544399999995,29302.103099999993
You can see Victor Glover wrapping up his procedures.,29302.103099999993,29305.061539999995
He's just folding up the bag.,29305.121269999992,29306.440599999994
He's gonna tie it to his body restraint tether and take it with him all the way back to the airlock.,29306.440599999994,29311.618249999992
"In the meantime, Kate Rubin's, you see off to the right.",29311.956749999994,29314.475499999993
She's in the suit with the red stripes.,29314.475499999993,29316.174899999995
"She's just hanging on, waiting for Victor Glover to finish up.",29316.954299999994,29320.960999999992
"She's already finished her tasks, making sure the foot restraint is secured and as well as the triangle bracket, the upper triangle.",29320.960999999992,29329.13713999999
Secured to the International Space Station.,29329.466699999994,29331.485949999995
Both of them have completed their tasks for today and are heading back to the airlock to wrap up today's activities.,29331.665639999992,29337.402999999995
The two of them successfully installed.,29338.471549999995,29340.450799999995
"A modification kit to the two b power channel, you can see it.",29342.269639999995,29345.916739999993
"On the mass canister over there, on the far side kinda where Victor Glover is.",29345.996699999992,29350.834299999995
It's the white structure in front of the mass canister that's a soda can looking structure at the base of the solar arrays.,29350.834299999995,29357.849969999992
"That modification kit will house a future solar array upgrade, irosa solar arrays will be deployed from that modification kit.",29359.668799999992,29370.033869999992
Right now that modification kit is in a good configuration.,29372.96129999999,29375.660149999992
Teams on the ground will assess to make sure it's it's good to go.,29375.959769999994,29379.498299999992
"They can also address it on a later space walk if needed, but the primary task for the next space walk on March fifth.",29380.206659999993,29388.142939999994
Will be to duplicate the efforts that we saw today on the two b power channel.,29388.321599999992,29392.239599999994
They'll just do it on the other side.,29392.239599999994,29393.798899999994
"On the four b power channel, sort of at the bottom left of your screen.",29393.798899999994,29397.936999999994
You'll be heading to,29398.596399999995,29399.706299999994
Five three zero nine to retrieve your green hook.,29400.041679999995,29402.340779999995
Okay.,29406.798300299994,29407.298300299994
"And, Kate, we lost if you're able to recycle power.",29415.343479999992,29419.040781999993
Appreciate it.,29419.740181999994,29420.71993999999
Yep.,29422.338880999992,29422.618739999994
That works.,29422.618739999994,29423.398599999993
Okay.,29434.360979999994,29434.860979999994
Hey.,29435.920199999993,29436.080119999995
I see you.,29436.080119999995,29436.899959999995
Got it.,29438.758779999993,29439.578619999993
Did you get headed back?,29441.016639999994,29442.31623699999
K.,29452.650735999992,29452.850633999995
We copy that.,29452.850633999995,29453.57027699999
We're checking the config now.,29453.57027699999,29455.349634999995
Head in for a wait for it to do a specific test.,29459.886373999994,29462.265436999995
"And, like, after you pick up your green hook, if you can check on that glove real quick and then you guys can initiate your translation back to the hook.",29467.381609999993,29474.716699999994
I think you said it's tech.,29498.87388999999,29500.333409999992
Thanks to all the whole building block.,29500.792939999992,29502.612269999994
Okay.,29504.990579999994,29505.390369999994
Let me take this and call back.,29505.390369999994,29507.049795999992
Okay.,29508.668729999994,29509.068529999993
We copy.,29509.068529999993,29509.728449999995
Give me just a second.,29514.144529999994,29515.364169999993
Can I have the users?,29516.303449999992,29517.323189999992
And with Just for your SA.,29522.389289999992,29524.068449999995
We have about ten minutes left on this day pass.,29524.068449999995,29526.376684999992
"And with that, their work is done.",29533.053349999995,29535.552339999995
You see Victor Glover on the left there with an empty bag in tow.,29536.261399999992,29540.239659999992
That bag carried the struts.,29540.499289999992,29541.738669999995
You see off to the left there.,29541.738669999995,29543.406679999993
"At the masked canister at the base of the solar arrays, the white structure covered in multilayer insulation.",29543.926429999992,29549.463899999995
"They completed their tasks for today and Kate Rubin's end, Victor Glover, both making their way along the port trust.",29553.120839999992,29559.536689999994
Back to the Quest Airlock to wrap up today's activities.,29559.936479999993,29562.635379999992
They have about ten minutes of daylight left.,29563.014939999994,29565.093909999992
We might see the sunset as they enter the Quest Airlock and conclude today's space walk.,29565.093909999992,29569.891529999994
Rubin's taking the lead as glover trails back to the Quest Airlock.,29603.830359999993,29608.448299999993
The two spacewalking astronauts in the International Space Station are flying two hundred and seventy statute miles over the South Atlantic Ocean about cross into an orbital nighttime.,29608.946509999994,29618.751069999995
Okay.,29632.072899999992,29632.572899999992
Yeah.,29632.592629999992,29632.832509999993
That's the one I can do for you.,29632.832509999993,29634.251679999994
I think this is your state together.,29634.571519999994,29636.090769999995
Did they did you have on something?,29636.090769999995,29638.949589999993
Two phones.,29639.009299999994,29639.669229999992
Nice catch on that.,29660.926399999993,29661.765979999993
I You have the brake pedal.,29661.765979999993,29716.751899999992
Right?,29716.751899999992,29717.181699999994
Will.,29718.660939999994,29718.900839999995
Yes.,29718.900839999995,29719.400839999995
K.,29746.655359999993,29746.735299999993
It's nine parking under the port c car.,29746.735299999993,29748.834519999993
I think on the onboard side.,29749.493949999993,29750.733329999992
I'll hit those parts torque.,29750.733329999992,29751.992939999993
Okay.,29752.212579999992,29752.712579999992
Copy.,29752.732319999992,29753.212099999993
Good project.,29753.212099999993,29753.871999999992
And that's for both the port and starboard tubers.,29754.101579999995,29756.560599999993
That works a lot better than in the pool.,29775.039479999992,29777.138699999992
Got it.,29783.294399999995,29783.614249999995
Right?,29783.614249999995,29784.114249999995
Alright.,29808.698019999993,29809.198019999993
Inboarded it.,29809.257739999994,29810.096699999995
Feet thirty.,29810.136679999992,29810.876549999994
North CMTs.,29811.975759999994,29812.795599999994
"On the server, the city court?",29814.054699999993,29815.594199999992
"No, ma'am.",29819.100849999995,29819.580619999993
My safety tether anchor came on board.,29819.580619999993,29824.118579999995
"Had easier without easy three and maybe four, but let's let's see.",29828.334829999993,29832.552969999993
So we see a cargo freight pedal on.,29840.84666999999,29843.185749999993
We copy.,29846.683769999992,29847.163499999995
"Thanks, Greg.",29847.163499999995,29847.943379999993
"And, like, before you head down to Seaspurg, We want you to verify that both safety tethers are clear, the empty path.",29863.673669999993,29870.089799999994
Copy.,29870.089799999994,29870.589799999994
What company do you have the first?,29911.141749999995,29919.437859999995
Diesel.,29919.977349999994,29920.477349999994
Okay.,29949.679599999992,29950.03949999999
Alright.,29950.03949999999,29950.53949999999
The safety tethers are made on Phase one.,29951.958499999993,29955.177099999994
And will we both go down the vantage point?,29956.316299999995,29958.395249999994
"There'll be a kind of field that, like, a little thing to lead off the covered lapsed truck.",29958.395249999994,29964.411799999994
And I believe that keeps them clear of the key.,29965.571199999995,29971.228599999995
Conversions of?,29971.836599999995,29972.856399999993
We caught the hike and we concur.,29973.755669999995,29975.295159999994
"And as a reminder, you will be ingressing the airlock first hike.",29975.634699999995,29978.921799999993
"I mean, it just has asked my room for him.",29981.920299999994,29984.379299999993
Great views as the two astronauts make their way to the quest airlock you see on the right there.,29989.665599999993,29994.463199999995
Rubens is already there.,29994.463199999995,29995.662599999992
She's the suit with the red stripes.,29995.662599999992,29997.186759999993
Glover trailing very,29998.546099999992,30000.001799999995
Shortly behind.,30000.361619999996,30001.341379999994
Rubens will need to move out of a way to make sure glover ingresses first.,30002.040779999996,30006.558520299994
He's got the task as the EV two position to enter this airlock first.,30006.558520299994,30011.726059999994
"Rubens will Enter shortly after glover, and she has the task of of closing the hatch.",30014.464440999993,30021.939459999994
The spacewalk will officially end when repressurization begins.,30023.318520999994,30027.486079999995
You guys have a go for opening the hatch thermal cover.,30031.343899999996,30034.322659999994
What kind of second?,30036.651179999993,30037.790859999994
"Like, you can stow the strap bag bundle on a large bar airlock RET.",30042.586719999996,30046.764879999995
Good.,30056.388342999995,30056.846799999996
Thank you.,30098.815749999994,30099.215544999995
Ready to copy the waste service?,30099.215544999995,30100.954924999995
We're ready.,30103.533385999996,30104.233289999993
My left viewing fender fender.,30106.720949999995,30109.939589999994
Gate closed slider locked back on that.,30109.959329999994,30111.978569999996
Into a second way for the door lock.,30112.278169999994,30114.337389999993
"First one gate closed, slider left, slider on black.",30114.716949999995,30117.685709999994
"Second gate closed, slider left, black on black, and lock period extender.",30118.145224999993,30123.802649999994
"Gate closed, slider locked, black up black.",30124.861429999994,30127.360429999993
"And, Kate, that is a good load pad for EV one.",30132.236659999995,30134.355599999995
Okay.,30134.355599999995,30134.855599999995
"See from the helmet camera of Victor Glover, as the EV two position, it's his job to work on this interface.",30143.740899999993,30149.998019999995
"Well, they'll connect themselves to station power and water once again and switch some valves to not rely on station on the suit's battery power anymore.",30151.686389999995,30162.979749999995
And the bag is on the airlock rack or smaller.,30168.256329999993,30173.074169999996
Okay.,30176.851709999995,30177.171549999995
That is a good config for you.,30177.171549999995,30178.610819999994
Right?,30178.610819999994,30179.110819999994
"Kate, you can turn off your HEPA and verify green LED is off.",30179.250499999995,30183.268749999996
Sorry.,30184.546599999994,30185.046599999994
Should I I'll let you know if my light was still available?,30185.346199999996,30187.665039999996
I'm still right up here.,30187.665039999996,30191.163539999994
"We copy, Kate.",30202.115939999996,30203.175659999994
"Hi, Kate.",30205.794099999996,30206.533979999993
Once you got a go for Mike and you can move e v two yellow hook to e v one red rail.,30207.833079999993,30213.140429999996
Copy.,30213.140429999996,30213.640429999996
There you go.,30216.578699999995,30217.318589999995
A couple years ago.,30217.738129999994,30218.997739999995
Can I see my red real spring on EV one red reel?,30252.778319999994,30297.490969999995
"You know, with a gate close slider lock lock unbox.",30297.490969999995,30300.869499999993
Copy.,30302.866799999996,30303.146669999995
That's a good secondary lower pass.,30303.146669999995,30304.825799999995
K.,30304.825799999995,30305.145659999995
